PLAYER	POS	TEAM	OPP	ML	O/U	SPRD	TM/P	OWN%	SAL	FPTS	VAL
											
Jared Goff	QB	LAR	@DEN	-310	51.50	0.00	25.75	4.79	6000	24.2	4.0
Kirk Cousins	QB	MIN	ARI	-510	43.00	-10.00	26.50	8.09	6700	24.2	3.6
Jameis Winston	QB	TB	@ATL	145	57.50	3.00	27.25	12.22	5800	24.1	4.2
Antonio Brown	WR	PIT	@CIN	105	51.00	1.50	24.75	18.44	8700	24.0	2.8
Todd Gurley	RB	LAR	@DEN	-310	51.50	0.00	25.75	10.99	10000	23.9	2.4
Julio Jones	WR	ATL	TB	-170	57.50	-3.00	30.25	28.59	7900	23.9	3.0
Matt Ryan	QB	ATL	TB	-170	57.50	-3.00	30.25	11.60	6800	23.8	3.5
Adam Thielen	WR	MIN	ARI	-510	43.00	-10.00	26.50	15.11	8500	23.5	2.8
Ben Roethlisberger	QB	PIT	@CIN	105	51.00	1.50	24.75	6.59	6500	23.4	3.6
Philip Rivers	QB	LAC	@CLE	0	0.00	0.00	0.00	4.51	5900	23.3	4.0
Deshaun Watson	QB	HOU	BUF	-480	41.00	-10.00	25.50	9.14	6400	23.0	3.6
Christian McCaffrey	RB	CAR	@WAS	100	44.00	1.00	21.50	16.76	8300	22.8	2.8
Cam Newton	QB	CAR	@WAS	100	44.00	1.00	21.50	5.19	6100	21.5	3.5
Russell Wilson	QB	SEA	@OAK	-145	48.50	0.00	24.25	4.41	5700	20.3	3.6
Andy Dalton	QB	CIN	PIT	-125	51.00	-1.50	26.25	6.64	6300	20.3	3.2
Melvin Gordon	RB	LAC	@CLE	0	0.00	0.00	0.00	10.51	8200	20.2	2.5
Andrew Luck	QB	IND	@NYJ	105	45.50	2.00	21.75	4.73	6200	19.9	3.2
Mike Evans	WR	TB	@ATL	145	57.50	3.00	27.25	20.03	8100	19.6	2.4
Keenan Allen	WR	LAC	@CLE	0	0.00	0.00	0.00	10.55	7500	19.5	2.6
James Conner	RB	PIT	@CIN	105	51.00	1.50	24.75	19.88	7700	19.5	2.5
A.J. Green	WR	CIN	PIT	-125	51.00	-1.50	26.25	13.19	8000	19.5	2.4
DeAndre Hopkins	WR	HOU	BUF	-480	41.00	-10.00	25.50	14.42	7700	19.4	2.5
Stefon Diggs	WR	MIN	ARI	-510	43.00	-10.00	26.50	11.92	7600	18.3	2.4
Alex Smith	QB	WAS	CAR	-120	44.00	-1.00	22.50	2.76	5400	18.2	3.4
Joe Mixon	RB	CIN	PIT	-125	51.00	-1.50	26.25	10.90	7500	17.5	2.3
Ezekiel Elliott	RB	DAL	JAX	145	40.50	0.00	20.25	3.19	7000	17.4	2.5
Derek Carr	QB	OAK	SEA	125	48.50	0.00	24.25	2.69	5100	17.3	3.4
Blake Bortles	QB	JAX	@DAL	-170	40.50	0.00	20.25	1.23	5600	17.1	3.1
Mitchell Trubisky	QB	CHI	@MIA	-195	41.50	0.00	20.75	1.25	5300	16.8	3.2
Joe Flacco	QB	BAL	@TEN	-140	41.50	0.00	20.75	1.41	5200	16.8	3.2
Marcus Mariota	QB	TEN	BAL	120	41.50	0.00	20.75	1.18	5400	16.7	3.1
Baker Mayfield	QB	CLE	LAC	0	0.00	0.00	0.00	2.06	5500	16.4	3.0
Robert Woods	WR	LAR	@DEN	-310	51.50	0.00	25.75	5.77	6900	16.3	2.4
T.J. Yeldon	RB	JAX	@DAL	-170	40.50	0.00	20.25	3.23	6400	16.3	2.6
Jarvis Landry	WR	CLE	LAC	0	0.00	0.00	0.00	8.19	6600	16.3	2.5
Case Keenum	QB	DEN	LAR	250	51.50	0.00	25.75	1.76	5500	16.2	3.0
David Johnson	RB	ARI	@MIN	380	43.00	10.00	16.50	8.12	5900	16.1	2.7
JuJu Smith-Schuster	WR	PIT	@CIN	105	51.00	1.50	24.75	11.00	7300	16.1	2.2
Ryan Tannehill	QB	MIA	CHI	165	41.50	0.00	20.75	0.84	4900	15.5	3.2
Tevin Coleman	RB	ATL	TB	-170	57.50	-3.00	30.25	27.72	5400	15.3	2.8
Brandin Cooks	WR	LAR	@DEN	-310	51.50	0.00	25.75	4.44	7000	14.9	2.1
Josh Allen	QB	BUF	@HOU	360	41.00	10.00	15.50	2.39	4700	14.9	3.2
Dak Prescott	QB	DAL	JAX	145	40.50	0.00	20.25	0.69	4700	14.9	3.2
Sam Darnold	QB	NYJ	IND	-125	45.50	-2.00	23.75	1.74	5300	14.8	2.8
Emmanuel Sanders	WR	DEN	LAR	250	51.50	0.00	25.75	5.67	6700	14.7	2.2
Chris Thompson	RB	WAS	CAR	-120	44.00	-1.00	22.50	4.02	6100	14.5	2.4
Cooper Kupp	WR	LAR	@DEN	-310	51.50	0.00	25.75	4.05	6500	14.1	2.2
Jordan Howard	RB	CHI	@MIA	-195	41.50	0.00	20.75	2.72	6500	14.1	2.2
Josh Rosen	QB	ARI	@MIN	380	43.00	10.00	16.50	2.08	4700	13.7	2.9
Phillip Lindsay	RB	DEN	LAR	250	51.50	0.00	25.75	7.99	4500	13.6	3.0
Demaryius Thomas	WR	DEN	LAR	250	51.50	0.00	25.75	5.00	5800	13.4	2.3
Carlos Hyde	RB	CLE	LAC	0	0.00	0.00	0.00	7.31	4900	13.1	2.7
Tyler Boyd	WR	CIN	PIT	-125	51.00	-1.50	26.25	6.30	6000	13.1	2.2
Eric Ebron	TE	IND	@NYJ	105	45.50	2.00	21.75	6.95	5400	13.1	2.4
Will Fuller	WR	HOU	BUF	-480	41.00	-10.00	25.50	6.38	6800	13.0	1.9
Javorius Allen	RB	BAL	@TEN	-140	41.50	0.00	20.75	2.66	4800	12.8	2.7
Corey Davis	WR	TEN	BAL	120	41.50	0.00	20.75	2.46	5800	12.8	2.2
Doug Baldwin	WR	SEA	@OAK	-145	48.50	0.00	24.25	5.57	5300	12.7	2.4
Marshawn Lynch	RB	OAK	SEA	125	48.50	0.00	24.25	5.16	5300	12.5	2.4
Tyler Lockett	WR	SEA	@OAK	-145	48.50	0.00	24.25	5.55	5100	12.5	2.5
Allen Robinson	WR	CHI	@MIA	-195	41.50	0.00	20.75	2.52	5700	12.4	2.2
Amari Cooper	WR	OAK	SEA	125	48.50	0.00	24.25	4.69	5200	12.3	2.4
Quincy Enunwa	WR	NYJ	IND	-125	45.50	-2.00	23.75	5.65	5600	12.3	2.2
Chris Carson	RB	SEA	@OAK	-145	48.50	0.00	24.25	7.64	4400	12.3	2.8
Isaiah Crowell	RB	NYJ	IND	-125	45.50	-2.00	23.75	7.65	5000	12.2	2.4
Jared Cook	TE	OAK	SEA	125	48.50	0.00	24.25	5.66	5000	12.1	2.4
DeSean Jackson	WR	TB	@ATL	145	57.50	3.00	27.25	8.70	5900	11.9	2.0
John Brown	WR	BAL	@TEN	-140	41.50	0.00	20.75	1.89	5500	11.7	2.1
Lamar Miller	RB	HOU	BUF	-480	41.00	-10.00	25.50	7.65	4700	11.5	2.4
Jordan Reed	TE	WAS	CAR	-120	44.00	-1.00	22.50	4.31	5200	11.4	2.2
Dalvin Cook	RB	MIN	ARI	-510	43.00	-10.00	26.50	4.86	5700	11.3	2.0
Calvin Ridley	WR	ATL	TB	-170	57.50	-3.00	30.25	9.53	6300	11.3	1.8
Robby Anderson	WR	NYJ	IND	-125	45.50	-2.00	23.75	5.57	4600	11.2	2.4
Jamison Crowder	WR	WAS	CAR	-120	44.00	-1.00	22.50	2.74	4600	11.2	2.4
Ryan Grant	WR	IND	@NYJ	105	45.50	2.00	21.75	5.00	4600	11.1	2.4
Chester Rogers	WR	IND	@NYJ	105	45.50	2.00	21.75	5.02	4500	11.1	2.5
Trey Burton	TE	CHI	@MIA	-195	41.50	0.00	20.75	3.70	4500	11.0	2.4
Michael Crabtree	WR	BAL	@TEN	-140	41.50	0.00	20.75	1.82	4700	11.0	2.3
Austin Ekeler	RB	LAC	@CLE	0	0.00	0.00	0.00	4.39	4200	10.9	2.6
Larry Fitzgerald	WR	ARI	@MIN	380	43.00	10.00	16.50	4.21	4500	10.9	2.4
Mohamed Sanu	WR	ATL	TB	-170	57.50	-3.00	30.25	10.57	4800	10.8	2.3
Keelan Cole	WR	JAX	@DAL	-170	40.50	0.00	20.25	1.57	4800	10.8	2.2
Alex Collins	RB	BAL	@TEN	-140	41.50	0.00	20.75	1.60	4600	10.8	2.3
Bilal Powell	RB	NYJ	IND	-125	45.50	-2.00	23.75	6.32	4500	10.7	2.4
Devin Funchess	WR	CAR	@WAS	100	44.00	1.00	21.50	3.52	4900	10.6	2.2
Cameron Brate	TE	TB	@ATL	145	57.50	3.00	27.25	7.83	3700	10.6	2.9
Adrian Peterson	RB	WAS	CAR	-120	44.00	-1.00	22.50	2.04	4800	10.4	2.2
Willie Snead	WR	BAL	@TEN	-140	41.50	0.00	20.75	2.06	4100	10.4	2.5
Jordy Nelson	WR	OAK	SEA	125	48.50	0.00	24.25	3.21	4900	10.4	2.1
Keke Coutee	WR	HOU	BUF	-480	41.00	-10.00	25.50	5.12	4600	10.4	2.3
Austin Hooper	TE	ATL	TB	-170	57.50	-3.00	30.25	8.83	3500	10.4	3.0
Chris Godwin	WR	TB	@ATL	145	57.50	3.00	27.25	8.13	4400	10.3	2.3
Kenny Stills	WR	MIA	CHI	165	41.50	0.00	20.75	1.31	4700	10.1	2.2
Dede Westbrook	WR	JAX	@DAL	-170	40.50	0.00	20.25	1.21	5000	10.1	2.0
Mike Williams	WR	LAC	@CLE	0	0.00	0.00	0.00	3.20	4300	10.0	2.3
Ito Smith	RB	ATL	TB	-170	57.50	-3.00	30.25	22.18	3100	10.0	3.2
Kyle Rudolph	TE	MIN	ARI	-510	43.00	-10.00	26.50	5.00	4400	9.9	2.2
David Njoku	TE	CLE	LAC	0	0.00	0.00	0.00	4.38	3800	9.6	2.5
Nyheim Hines	RB	IND	@NYJ	105	45.50	2.00	21.75	3.52	5100	9.6	1.9
Houston Texans	D	HOU	BUF	360	41.00	10.00	15.50	0.00	3500	9.4	2.7
Dion Lewis	RB	TEN	BAL	120	41.50	0.00	20.75	1.03	4700	9.4	2.0
C.J. Uzomah	TE	CIN	PIT	-125	51.00	-1.50	26.25	5.46	3000	9.4	3.1
Kenyan Drake	RB	MIA	CHI	165	41.50	0.00	20.75	0.75	4600	9.3	2.0
Tarik Cohen	RB	CHI	@MIA	-195	41.50	0.00	20.75	1.18	4600	9.3	2.0
LeSean McCoy	RB	BUF	@HOU	360	41.00	10.00	15.50	3.24	5500	9.1	1.7
Minnesota Vikings	D	MIN	ARI	380	43.00	10.00	16.50	0.00	3800	9.1	2.4
Paul Richardson	WR	WAS	CAR	-120	44.00	-1.00	22.50	1.93	4100	9.0	2.2
Christian Kirk	WR	ARI	@MIN	380	43.00	10.00	16.50	2.68	4200	8.9	2.1
Greg Olsen	TE	CAR	@WAS	100	44.00	1.00	21.50	3.70	4300	8.9	2.1
Martavis Bryant	WR	OAK	SEA	125	48.50	0.00	24.25	3.16	3500	8.8	2.5
Vance McDonald	TE	PIT	@CIN	105	51.00	1.50	24.75	5.02	3400	8.5	2.5
Jacksonville Jaguars	D	JAX	@DAL	145	40.50	0.00	20.25	0.00	3600	8.4	2.3
Jalen Richard	RB	OAK	SEA	125	48.50	0.00	24.25	3.33	3400	8.4	2.5
Maurice Harris	WR	WAS	CAR	-120	44.00	-1.00	22.50	2.60	3000	8.4	2.8
Latavius Murray	RB	MIN	ARI	-510	43.00	-10.00	26.50	2.85	4700	8.3	1.8
Donte Moncrief	WR	JAX	@DAL	-170	40.50	0.00	20.25	0.75	4400	8.2	1.9
Chicago Bears	D	CHI	@MIA	165	41.50	0.00	20.75	0.00	3300	8.2	2.5
Antonio Callaway	WR	CLE	LAC	0	0.00	0.00	0.00	2.36	4000	8.2	2.1
John Ross	WR	CIN	PIT	-125	51.00	-1.50	26.25	3.73	3400	8.1	2.4
O.J. Howard	TE	TB	@ATL	145	57.50	3.00	27.25	5.28	3500	7.9	2.3
Taylor Gabriel	WR	CHI	@MIA	-195	41.50	0.00	20.75	0.90	4300	7.8	1.8
D.J. Moore	WR	CAR	@WAS	100	44.00	1.00	21.50	2.00	4000	7.7	1.9
Royce Freeman	RB	DEN	LAR	250	51.50	0.00	25.75	1.98	3900	7.6	2.0
Duke Johnson	RB	CLE	LAC	0	0.00	0.00	0.00	2.37	3700	7.4	2.0
Ryan Griffin	TE	HOU	BUF	-480	41.00	-10.00	25.50	4.35	2500	7.3	2.9
Nick Vannett	TE	SEA	@OAK	-145	48.50	0.00	24.25	3.24	2900	7.2	2.5
Los Angeles Rams	D	LAR	@DEN	250	51.50	0.00	25.75	0.00	3100	7.2	2.3
Jeff Heuerman	TE	DEN	LAR	250	51.50	0.00	25.75	3.04	2600	7.1	2.7
Albert Wilson	WR	MIA	CHI	165	41.50	0.00	20.75	0.54	3800	7.0	1.9
Baltimore Ravens	D	BAL	@TEN	120	41.50	0.00	20.75	0.00	2800	6.9	2.5
Tennessee Titans	D	TEN	BAL	-140	41.50	0.00	20.75	0.00	2500	6.9	2.8
Ricky Seals-Jones	TE	ARI	@MIN	380	43.00	10.00	16.50	2.86	2700	6.7	2.5
Geoff Swaim	TE	DAL	JAX	145	40.50	0.00	20.25	1.39	2900	6.6	2.3
Cole Beasley	WR	DAL	JAX	145	40.50	0.00	20.25	0.54	3200	6.6	2.1
Washington Redskins	D	WAS	CAR	100	44.00	1.00	21.50	0.00	2400	6.5	2.7
Niles Paul	TE	JAX	@DAL	-170	40.50	0.00	20.25	1.57	2600	6.5	2.5
Los Angeles Chargers	D	LAC	@CLE	0	0.00	0.00	0.00	0.00	2700	6.5	2.4
David Moore	WR	SEA	@OAK	-145	48.50	0.00	24.25	1.57	3600	6.5	1.8
Mike Davis	RB	SEA	@OAK	-145	48.50	0.00	24.25	1.64	4100	6.5	1.6
Derrick Henry	RB	TEN	BAL	120	41.50	0.00	20.75	0.41	4000	6.4	1.6
Zach Pascal	WR	IND	@NYJ	105	45.50	2.00	21.75	1.80	3400	6.4	1.9
Seattle Seahawks	D	SEA	@OAK	125	48.50	0.00	24.25	0.00	2600	6.2	2.4
New York Jets	D	NYJ	IND	105	45.50	2.00	21.75	0.00	2900	6.2	2.1
Peyton Barber	RB	TB	@ATL	145	57.50	3.00	27.25	4.45	3500	6.1	1.7
DeVante Parker	WR	MIA	CHI	165	41.50	0.00	20.75	0.41	3300	6.1	1.8
Dallas Cowboys	D	DAL	JAX	-170	40.50	0.00	20.25	0.00	2300	6.1	2.6
Tavon Austin	WR	DAL	JAX	145	40.50	0.00	20.25	0.34	3000	5.9	2.0
Indianapolis Colts	D	IND	@NYJ	-125	45.50	-2.00	23.75	0.00	2500	5.9	2.4
Oakland Raiders	D	OAK	SEA	-145	48.50	0.00	24.25	0.00	2100	5.9	2.8
Tyrell Williams	WR	LAC	@CLE	0	0.00	0.00	0.00	0.96	3700	5.9	1.6
Carolina Panthers	D	CAR	@WAS	-120	44.00	-1.00	22.50	0.00	2600	5.9	2.3
Cincinnati Bengals	D	CIN	PIT	105	51.00	1.50	24.75	0.00	2400	5.8	2.4
Taywan Taylor	WR	TEN	BAL	120	41.50	0.00	20.75	0.36	3900	5.8	1.5
Buffalo Bills	D	BUF	@HOU	-480	41.00	-10.00	25.50	0.00	2200	5.7	2.6
Miami Dolphins	D	MIA	CHI	-195	41.50	0.00	20.75	0.00	2600	5.7	2.2
Marlon Mack	RB	IND	@NYJ	105	45.50	2.00	21.75	1.51	3800	5.7	1.5
Cleveland Browns	D	CLE	LAC	0	0.00	0.00	0.00	0.00	2600	5.7	2.2
Pittsburgh Steelers	D	PIT	@CIN	-125	51.00	-1.50	26.25	0.00	2300	5.6	2.5
Zay Jones	WR	BUF	@HOU	360	41.00	10.00	15.50	1.55	3500	5.6	1.6
Atlanta Falcons	D	ATL	TB	145	57.50	3.00	27.25	0.00	2100	5.5	2.6
Ronald Jones II	RB	TB	@ATL	145	57.50	3.00	27.25	3.40	3900	5.5	1.4
Alfred Blue	RB	HOU	BUF	-480	41.00	-10.00	25.50	1.66	4400	5.4	1.2
Danny Amendola	WR	MIA	CHI	165	41.50	0.00	20.75	0.23	3700	5.3	1.4
Adam Humphries	WR	TB	@ATL	145	57.50	3.00	27.25	2.86	3200	5.2	1.6
Laquon Treadwell	WR	MIN	ARI	-510	43.00	-10.00	26.50	1.32	3500	5.2	1.5
Erik Swoope	TE	IND	@NYJ	105	45.50	2.00	21.75	2.21	2500	5.2	2.1
Frank Gore	RB	MIA	CHI	165	41.50	0.00	20.75	0.16	3700	5.1	1.4
Arizona Cardinals	D	ARI	@MIN	-510	43.00	-10.00	26.50	0.00	2000	5.1	2.5
Kelvin Benjamin	WR	BUF	@HOU	360	41.00	10.00	15.50	1.19	3400	4.9	1.5
Ian Thomas	TE	CAR	@WAS	100	44.00	1.00	21.50	1.71	2800	4.9	1.8
Josh Doctson	WR	WAS	CAR	-120	44.00	-1.00	22.50	0.41	3700	4.9	1.3
Hayden Hurst	TE	BAL	@TEN	-140	41.50	0.00	20.75	0.90	2700	4.9	1.8
Curtis Samuel	WR	CAR	@WAS	100	44.00	1.00	21.50	0.71	3800	4.8	1.3
Chad Williams	WR	ARI	@MIN	380	43.00	10.00	16.50	0.86	3000	4.7	1.6
Chris Ivory	RB	BUF	@HOU	360	41.00	10.00	15.50	1.17	3800	4.6	1.2
James O'Shaughnessy	TE	JAX	@DAL	-170	40.50	0.00	20.25	0.68	2600	4.4	1.7
Courtland Sutton	WR	DEN	LAR	250	51.50	0.00	25.75	0.53	3500	4.4	1.3
Denver Broncos	D	DEN	LAR	-310	51.50	0.00	25.75	0.00	2000	4.3	2.2
Charles Clay	TE	BUF	@HOU	360	41.00	10.00	15.50	1.80	2700	4.3	1.6
Michael Gallup	WR	DAL	JAX	145	40.50	0.00	20.25	0.12	3000	4.1	1.4
Tajae Sharpe	WR	TEN	BAL	120	41.50	0.00	20.75	0.16	3200	4.0	1.3
Tampa Bay Buccaneers	D	TB	@ATL	-170	57.50	-3.00	30.25	0.00	2000	3.9	2.0
Mark Andrews	TE	BAL	@TEN	-140	41.50	0.00	20.75	0.59	2600	3.9	1.5
Mike Gesicki	TE	MIA	CHI	165	41.50	0.00	20.75	0.51	2700	3.9	1.4
Jaron Brown	WR	SEA	@OAK	-145	48.50	0.00	24.25	0.52	3500	3.8	1.1
Antonio Gates	TE	LAC	@CLE	0	0.00	0.00	0.00	1.03	2800	3.7	1.3
Tyler Higbee	TE	LAR	@DEN	-310	51.50	0.00	25.75	0.78	2900	3.7	1.3
Chris Herndon	TE	NYJ	IND	-125	45.50	-2.00	23.75	1.44	2500	3.7	1.5
Jordan Thomas	TE	HOU	BUF	-480	41.00	-10.00	25.50	1.51	2500	3.5	1.4
Alex Erickson	WR	CIN	PIT	-125	51.00	-1.50	26.25	0.51	3000	3.4	1.1
Jarius Wright	WR	CAR	@WAS	100	44.00	1.00	21.50	0.37	3500	3.3	1.0
Nick Boyle	TE	BAL	@TEN	-140	41.50	0.00	20.75	0.45	2500	3.3	1.3
Devontae Booker	RB	DEN	LAR	250	51.50	0.00	25.75	0.34	3800	3.3	0.9
Torrey Smith	WR	CAR	@WAS	100	44.00	1.00	21.50	0.37	3300	3.3	1.0
Allen Hurns	WR	DAL	JAX	145	40.50	0.00	20.25	0.06	3000	3.2	1.1
Kapri Bibbs	RB	WAS	CAR	-120	44.00	-1.00	22.50	0.16	3000	3.1	1.0
Matt LaCosse	TE	DEN	LAR	250	51.50	0.00	25.75	0.83	2500	3.1	1.2
Jesse James	TE	PIT	@CIN	105	51.00	1.50	24.75	1.49	2900	3.0	1.1
Josh Reynolds	WR	LAR	@DEN	-310	51.50	0.00	25.75	0.14	3900	3.0	0.8
James Washington	WR	PIT	@CIN	105	51.00	1.50	24.75	0.74	3400	3.0	0.9
Eric Tomlinson	TE	NYJ	IND	-125	45.50	-2.00	23.75	1.09	2500	2.9	1.2
Nick Chubb	RB	CLE	LAC	0	0.00	0.00	0.00	0.36	3700	2.9	0.8
DaeSean Hamilton	WR	DEN	LAR	250	51.50	0.00	25.75	0.25	3000	2.8	0.9
Rod Smith	RB	DAL	JAX	145	40.50	0.00	20.25	0.02	4000	2.8	0.7
Gerald Everett	TE	LAR	@DEN	-310	51.50	0.00	25.75	0.53	2900	2.8	1.0
Vernon Davis	TE	WAS	CAR	-120	44.00	-1.00	22.50	0.53	3000	2.8	0.9
Brandon Marshall	WR	SEA	@OAK	-145	48.50	0.00	24.25	0.30	3700	2.8	0.8
